CT,GeoPro,GeoPro_JP,HarPro,HarPro_JP,Value,Value_JP,Profit,Profit_JP,ValGLim,ValGLim_JP,GeoLim,GeoLim_JP,ValHLim,ValHLim_JP,HarLim,HarLim_JP,GeoRank,GeoRank_JP,HarRank,HarRank_JP,Nguong,Nguong_JP,GeoNgn,GeoNgn_JP,HarNgn,HarNgn_JP,ProNgn,ProNgn_JP,Nguong2,Nguong2_JP,GeoNgn2,GeoNgn2_JP,HarNgn2,HarNgn2_JP,ProNgn2,ProNgn2_JP,Nguong_20,Nguong_20_JP,GeoNgn_20,GeoNgn_20_JP,HarNgn_20,HarNgn_20_JP,ProNgn_20,ProNgn_20_JP,Nguong_snp,Nguong_snp_JP,GeoNgn_snp,GeoNgn_snp_JP,HarNgn_snp,HarNgn_snp_JP,ProNgn_snp,ProNgn_snp_JP
+3*6/5-1*2/5/5,1.386596887445058,1.2075726419298525,1.131936773713565,1.0731740089164896,0.9408467868361552,108.4862108161258,0.3432098765432098,1.118243243243243,0.13678836491377142,0.9700868715905168,1.4711743190921842,1.2075726419298525,0.13678836491377142,20.17369957795538,1.260289619995672,1.0887549837849655,0.5900803061913468,0.3995637964848794,0.41062251853230364,0.22190603473674633,0.2621335146365931,0.43215780113315383,1.46053021788231,1.5110337281838664,1.1986137073872478,1.2107074297519291,0.3432098765432098,1.0145806251349725,0.25605878954067957,17.647124689840844,1.7226256324852456,1.0965791422659115,1.4777282404372127,1.0924594239999241,1.06,1.118243243243243,0.5549983259478634,20.17369957795538,1.375873337947464,1.0924532400290572,1.223396618138402,1.0887549837849655,0.3432098765432098,1.118243243243243,0.8366638385399373,20.17369957795538,1.3647271628042306,1.0924532400290572,1.2365764014123346,1.0887549837849655,0.3432098765432098,1.118243243243243
+3*6-2*4*4-0-2,1.2335850874499863,0.9380125656177968,1.0716875467782792,0.900267897971232,0.01909381598277582,0.055139485063837056,0.5149253731343284,1.034313725490196,0.0022161966992171704,0.0480516829413041,1.3160312437883712,1.0683135857902692,0.0792607294751172,0.0480516829413041,1.1952027400768137,1.0681994378741377,0.5995213953919047,0.31864178603581944,0.4943410873797501,0.11165482259652278,0.026395105930727934,0.0480516829413041,1.4977927967757927,1.0683135857902692,1.2630643395205008,1.0681994378741377,1.06,1.034313725490196,0.027689286711646846,0.00196841807879643,1.7032686579398724,1.0652091332649976,1.473978871731725,1.0535917307146645,1.06,1.06,0.1227383819937273,0.03975209614396391,1.1240279766633356,1.0610138331301415,1.1010215853263923,1.050775140444925,1.06,1.034313725490196,0.1227383819937273,0.0480516829413041,1.1240279766633356,1.0683135857902692,1.1010215853263923,1.0681994378741377,1.06,1.034313725490196
+0+6-0/3-2/0-2,1.3013487985139531,0.9588188649894932,1.11876097718046,0.9358323723557915,0.016299479431215638,7.89270026756382,0.6451006711409397,1.48294930875576,0.27570922143181154,156.1463621269816,1.4210769259124827,1.06,0.27570922143181154,156.1463621269816,1.2678682641706298,1.06,0.5808409308210245,0.3128407051499675,0.46624437837896493,0.2212825310674318,0.27570922143181154,4.105829699786117,1.398151359598583,1.4513784287673404,1.2648743985763737,1.2808284467263775,1.06,1.48294930875576,0.03345796626317159,2.4189487159393472,1.6949502665511025,1.2157538599125803,1.4272651803836067,1.1864566439410114,1.06,1.48294930875576,0.33966216180523107,156.1463621269816,1.240165154890476,1.06,1.1942361437747882,1.06,1.06,1.06,0.5848367267517088,156.1463621269816,1.0736273494503088,1.06,1.0724672067247396,1.06,1.06,1.06
+1-0*3/6-4*4-2,1.046549046328844,1.2013914798066514e-36,0.893308529261423,0.0,8.95484457096135,13439.021565060144,0.4683544303797468,1.257668711656442,7.810371032729122,26885.720819228995,1.1798958361230094,1.06,65.06572016907423,26885.720819228995,1.100869932100466,1.06,0.3977233850478745,0.16371212288197817,0.2889967145111248,0.0025020121195659536,120.24261979701015,370.52942489633057,1.1475576630088222,1.0844764914755507,1.0908055996757224,1.0656683459438716,1.06,1.276982503976369,0.5335713272507867,93.90094513513587,1.6880524868370668,1.121217476101884,1.4414539722784023,1.110215351076489,0.2887179681032718,1.06,492.6860455641302,26885.720819228995,1.06,1.06,1.0599999999999998,1.06,1.06,1.06,492.6860455641302,26885.720819228995,1.06,1.06,1.0599999999999998,1.06,1.06,1.06
+3-0*0/4-3*5-2,2.866976836046617e-22,1.3757591486310969e-36,0.0,0.0,12.488507060973964,4.103302958706549,0.189811320754717,0.5277777777777778,6.030633152472012,6.091799762472938,1.06,1.06,6.030633152472012,6.091799762472938,1.0599999999999998,1.06,0.24680971125484014,0.27356272519227764,0.04078153699612237,0.002515509222886877,0.4926826457909965,1.8994007481061261,1.3102931505045943,1.108525784479713,1.0556861450405175,1.0909268138416028,0.2759317852432919,0.5277777777777778,0.4636113404002451,1.6050003168308522,1.6873389306575959,1.150945018481666,1.39161524190047,1.1428438058812125,0.26929761985122835,1.06,6.030633152472012,6.091799762472938,1.06,1.06,1.0599999999999998,1.06,0.189811320754717,1.06,6.030633152472012,6.091799762472938,1.06,1.06,1.0599999999999998,1.06,0.189811320754717,1.06
+6*6+3-3*5-0-2,2.1819560423383414e-22,1.3500907581182022e-72,0.0,0.0,1.4402678529129809,71.85058841827758,0.2551020408163265,1.469072164948454,267.4945097621508,131.31753055918114,1.06,1.06,267.4945097621508,131.31753055918114,1.0599999999999998,1.06,0.14521646831048785,0.043790448565615744,0.027619957528244574,0.0012667525043052578,0.4773587871398688,131.31753055918114,1.335915868982534,1.06,1.2074597109706109,1.06,0.2838552898209043,1.06,0.44988899395270276,131.31753055918114,1.6823848982654024,1.06,1.4458641071172045,1.06,0.2957930528833988,1.06,69.52507259683111,131.31753055918114,1.055890317883509,1.06,1.0557768924302788,1.06,1.06,1.06,69.52507259683111,131.31753055918114,1.055890317883509,1.06,1.0557768924302788,1.06,1.06,1.06
+3-5*5*5-1*4-2,7.819512533591565e-44,1.6649232196862856e-72,0.0,0.0,1.3842653497505832,5.753496124879649,0.2551020408163265,0.5277777777777778,10.640665111266502,12.041398150665808,1.1480047284242614,1.06,10.640665111266502,12.041398150665808,1.1117095933830878,1.06,0.16913696570064332,0.1015736140559026,0.022327092035761664,0.0012876802441662931,0.6680986936503567,1.309618550703201,1.1837506627409893,1.369715845718115,0.9724678122528393,1.097975559633255,0.30074387223135646,0.9812292430101412,0.5926768494067639,1.309618550703201,1.6796160942612273,1.2951195513167084,1.394228855247982,0.9808824652055038,0.2957930528833988,1.104737070838766,10.640665111266502,12.041398150665808,1.1480047284242614,1.06,1.1117095933830878,1.06,1.06,1.06,10.640665111266502,12.041398150665808,1.1480047284242614,1.06,1.1117095933830878,1.06,1.06,1.06
+0*1+3-3*5-0-2,3.2806357523877347e-22,1.0065250102327676e-36,0.0,0.0,0.9060418302017983,20.88868330742953,0.2551020408163265,0.9503311258278145,7.851557025602876,55.74141577072696,1.1480047284242614,1.06,7.851557025602876,55.74141577072696,1.1117095933830878,1.06,0.31356447302449403,0.09274801667760127,0.04454407183881295,0.0024341810879831283,0.45638555312636775,55.74141577072696,1.2948269053259447,1.06,1.063822249107814,1.06,0.2974465969081585,1.06,0.45388130160796214,55.74141577072696,1.6774853961065332,1.06,1.4188210962359686,1.06,0.2890427450528837,1.06,7.851557025602876,55.74141577072696,1.1480047284242614,1.06,1.1117095933830878,1.06,1.06,1.06,7.851557025602876,55.74141577072696,1.1480047284242614,1.06,1.1117095933830878,1.06,1.06,1.06
+3-2*2/0-3*5-0,1.0957424046903783,1.2837418268518788e-36,0.7771106410837862,0.0,0.3887356563479077,4.0327640343626925,0.5437500000000001,0.5277777777777778,0.44634184979419267,14.166343682390997,1.3031715229397831,1.06,2.5261342855864655,14.166343682390997,1.1477115526317683,1.06,0.3474926704003057,0.2180307610034796,0.18934039866063332,0.0025119684857598037,0.2938128274410518,1.3523030615082905,1.36574846183471,1.0841337148912449,1.183524154808498,1.0469563561598787,0.5078955559945959,0.8162574243082719,0.30172366049546256,1.5118562554846005,1.676255231842134,1.1106967270255148,1.4337559583704418,1.1059094813396804,0.5149253731343284,1.06,4.7771923767768945,14.166343682390997,1.1949079732424015,1.06,1.122422013300366,1.06,1.06,1.06,2.5261342855864655,14.166343682390997,1.2247484960558381,1.06,1.1477115526317683,1.06,1.06,1.06
+3*6-4*4*4/3-2,1.4068853431610684,1.0218281638869247,1.1187190021675657,0.9719370081096962,0.05172001919115421,1.1637401541151935,0.3432098765432098,1.59245960502693,0.010032849191954908,0.044020865023128276,1.5766946633162668,1.0907719884753972,0.010032849191954908,0.2743236414612343,1.3360603591682654,1.06,0.5839739103682984,0.40635621993428,0.470029610379004,0.3517259640615696,0.01974508068688184,0.08900483026051728,1.5532301263162793,1.0907719884753972,1.3074669488231754,1.0466104884315892,0.3432098765432098,1.348598337932848,0.01974508068688184,0.2743236414612343,1.6742542197136225,1.06,1.4123129806123027,1.06,1.06,1.348598337932848,0.12639504382442854,0.2743236414612343,1.1263911370354989,1.06,1.1040116599018102,1.06,1.06,1.348598337932848,0.12639504382442854,0.2743236414612343,1.1263911370354989,1.06,1.1040116599018102,1.06,1.06,1.348598337932848
+3-3*5*5-2*4-2,3.1489814899111665e-22,1.9900045242747717e-108,0.0,0.0,1.494337993520916,5.398700510067491,0.2551020408163265,0.5277777777777778,9.691650943565927,19.68217022681599,1.1480047284242614,1.06,9.691650943565927,19.68217022681599,1.1117095933830878,1.06,0.27392170721971953,0.046252000695151056,0.04105675762574337,0.0008609776028569752,0.6163480624631218,1.6343049005097943,1.2333401136641076,1.4324614204217991,1.008350248694799,0.9674045209485641,0.28422009778508517,1.0898951124581848,0.612829926498775,1.6343049005097943,1.673424064916181,1.4809741201856101,1.4101232832332167,1.0031335838071107,0.2957930528833988,1.104737070838766,9.691650943565927,19.68217022681599,1.1480047284242614,1.06,1.1117095933830878,1.06,1.06,1.06,9.691650943565927,19.68217022681599,1.1480047284242614,1.06,1.1117095933830878,1.06,1.06,1.06
+3*6-2*4*5-0-2,1.2229093861215308,0.9310147203626882,1.0571552323791056,0.8944512901890675,0.019523940733210537,0.06173823373301523,0.5149253731343284,1.034313725490196,0.003733895713567366,0.04836642545612149,1.3160312437883712,1.0683135857902692,0.06358076115535963,0.04836642545612149,1.1852253600028215,1.0681994378741377,0.5943792282954874,0.3075039724146529,0.49089250913540844,0.11054536515048762,0.06358076115535963,0.04836642545612149,1.5447143982065272,1.0683135857902692,1.3339733302751084,1.0681994378741377,1.06,1.034313725490196,0.03079326722698307,0.00196841807879643,1.669601383196011,1.0788380257415617,1.4544832406217354,1.070915442353502,1.06,1.06,0.12273840761294069,0.03975209614396391,1.1692456776097566,1.0610138331301415,1.1361546793298187,1.050775140444925,1.06,1.034313725490196,0.12273840761294069,0.04836642545612149,1.1692456776097566,1.0683135857902692,1.1361546793298187,1.0681994378741377,1.06,1.034313725490196
+3-3*5*5-2*2-2,1.1373925669121916,1.9900045242747717e-108,0.8161536118776882,0.0,1.6107890825017797,5.399878372688246,0.2551020408163265,0.5277777777777778,0.9172597886573612,19.682407679362107,1.2925179090458239,1.06,3.2178619284725634,19.682407679362107,1.1477115526317683,1.06,0.3442201532990574,0.046252000695151056,0.1764940416835163,0.0008609776028569752,0.9172597886573612,1.6246080780372385,1.280843145186608,1.4217986227620376,0.9610906283244804,1.011126802053004,0.2551020408163265,1.0898951124581848,0.6130582199827396,1.6969513431273495,1.6670525361486102,1.5579692323651593,1.4054183972530223,1.0645576734404165,0.3206697773449002,1.104737070838766,5.8400193753527505,19.682407679362107,1.1949079732424015,1.06,1.122422013300366,1.06,1.06,1.06,3.254603149898704,19.682407679362107,1.1933218673015418,1.06,1.141198865507883,1.06,1.06,1.06
