id,CT,GeoNgn
25863772,+3+6-2*3*4/0-5,1.6179025497335684
2252154,+3*6-2*5-0/3,1.5943317198693348
24156050,+3*6-2*4-6*6-0,1.5943102810502143
27649654,+4-0*0*1*6-3-5,1.5529590549745165
15696480,+3*6+3+6-3*5-2,1.5526233866521402
6496816,+0*0*6*6+4-3-5,1.5427716493666956
13520542,+4*4+1/0-1*5/6,1.5427566662188044
13520537,+4*4+1/0-1*4/6,1.5427566662188044
28395254,+6-6*6/4-0*5-2,1.5386704529124076
3138117,-2*5/4/4-0/4,1.5349462852480564
15697093,+3*6+5+5-5*5-4,1.5346716772030446
13539064,+5*5+1/0-1*5/6,1.5346060232859788
17655579,+2*6/4-0/4-2/4,1.5280579618659835
28395422,+6-6*6/5-0*5-2,1.5190229987125807
15660754,+1*6+3+6-3*5-2,1.5170194363884801
22630664,+1*4-2*2*2-0/6,1.5158613055632422
26550089,+3+6-1*2-3*5-0,1.5156074598765632
29015201,+4-4*5-0/3-2/1,1.5138221879738443
18393907,+3*6+1-2*4/6/6,1.511589042671872
17180743,+0*1*6-2*2-0/5,1.506584545848685
26198509,+3+6-2*3/4-3*5,1.5065759403186985
1577739,+0*2/4-0/4-2,1.5059100987787992
6524934,+0*0*1/4+6-3-3,1.505570264134787
20599022,+0*1+6-5*5-3-3,1.4988486402484953
31082770,-0*0*3-0/4-2/4,1.4958365324323804
22775686,+3*6-0*1/4-2*5,1.4945586298102291
22040729,+3*6-4*4*6*6-2,1.4943069605187462
28299920,+3-0*3/4-3*5-2,1.4931585387832602
11302955,+1*3*6/4-2*2/0,1.492077025633322
27276031,+5-2*5*5/3-5*5,1.4920206407370442
11670656,+1*2*6/5-0/4-2,1.4916803326016956
18364801,+1*6+1-2*4/6/6,1.4905186162633077
31080964,-0*0*1-0/4-2/4,1.4900403070877908
29813475,-2*2*3/0/1-0/4,1.4900403070877908
31113472,-1*2*5-0/4-2/4,1.4900403070877908
29053352,+6-1*3-1/3-3/1,1.4884315351557615
24741965,+1/0-1*3-3/6-1,1.4864417147817557
24741966,+1/0-1*3-3/6-2,1.4864417147817557
2685179,+0+4-0/5-3-5,1.484196168587583
30083530,-0*0/5/5-2*2/1,1.4840094417170395
2586094,+1+4-1*3/0-5,1.48345473894122
2773824,+3-0*4*6-3*3,1.480118507376664
29479195,+4-1/5-1/5-3-5,1.4799783690027297
26197641,+3+6-1*2/4-3*5,1.477171086879867
29050789,+6-0*6-2/0-6/3,1.4768103036747222
3107374,-2*2*5/0-0/5,1.4752071850873025
28862388,+5-0*2-5*5-2/3,1.4737672158299053
27275807,+5-2*4*5/3-5*5,1.4727201608172495
29479300,+4-1/5-2/4-3-5,1.4681067248644508
2773880,+3-0*5*6-3*3,1.4662794921862026
27652111,+4-1*3*6*6-3-5,1.4657385395246012
224007,+2*3*5/1/1+1/0,1.464072320485286
19362564,+5/4+4-3*5/4-5,1.4585128950149722
18773980,+1*6+5-5*5*5-2,1.4525957394026963
18823354,+5*6+5-4*5*5-2,1.447475547961614
27473907,+5-1*2/3/3-5*5,1.4465777547462175
22559254,+1*6-5*6*6-1*1,1.445506177558007
10687376,+0*6+4+4+5-5*5,1.4389185116760632
28852475,+4-1*4-4*5-2/1,1.4334247110282774
18364690,+1*6+1-1*2/6/6,1.432614706258642
26564730,+0+0-0*1-0/1-2,1.4324366571611817
16470918,+4+4+6+6-5*5-1,1.4310125547463455
26730617,+6+6-0*1-2/0-0,1.4286647363137537
18393892,+3*6+1-2*3/6/6,1.4277780099367223
2830195,+5-2*5/1-5*5,1.426920834069222
26867300,+6+6-2/0-2/0-0,1.4241077181370796
31475359,-3*3/4-1/3-6/3,1.4232562474310777
21867755,+3*6-4*4*4*4/3,1.4202021551178885
19478458,+5*6+4-4*5-4*5,1.4184692696473182
11619185,+0*0*0/3-0/1-2,1.4164138051634247
8833929,+5*5/4+4+4-5*5,1.4082954861418493
28386525,+6-3*3/0-0*6-3,1.4080457689544326
16944957,+2*5/1-1*2*4-6,1.4068738533396754
2782755,+0-0*0*5-0/4,1.4002826608389811
25330514,+3*6-2*3-2-2-6,1.4002285525407037
22683182,+5*5-1*3*3-3/6,1.3998924254101606
4671549,+2*4/1+2/1+4-3,1.3953590286629065
27278651,+5-5*5*5/4-2*2,1.3943573872740678
241959,+5+6-2*2-2,1.3933688272266642
21846966,+4*6-2*4*4*4*4,1.391268520999018
16470376,+4+4+4+5-4*5-1,1.389307222408616
21574124,+4+5+5-0*1-5*5,1.389307222408616
17270283,+0*0*6-0/1-0/1,1.383670493528225
19867387,+5*5+5-3/6-3/6,1.3782185976441288
23766955,+2*2-2*3/0-0-0,1.3777798780689183
28926213,+1-1*2-2/3-3/2,1.3777407810720146
25968280,+1+3-3*3*3-1*1,1.3746764935026743
27241545,+2-2*2*2/4-1*1,1.3746596679210756
27421753,+1-1*1/3/4-1*1,1.3746143903929369
18341002,+0*4+6-0*0/6/6,1.3734403463651554
18344236,+0*5+6-0*0/6/6,1.3729582193768546
29803925,-1*1*4/6/6-4/6,1.3718577930773543
26461019,+1+4-0*4/1-3-3,1.37041441168978
28564016,+4-2*4/3-3/2-2,1.3696969016685947
2102496,+6/2-6*6/2/2,1.3657364765632276
22847986,+1*1-1*1/0-3/1,1.3644727863097295
176372,+1*1-1*1*1,1.3631442117011596
16752390,+5*5/0-1*5/0/0,1.3626360679842635
287522,+5-5*5-2-2,1.3602692199053172
22216860,+6*6-6*6/0/0-6,1.358681898185999
