id,CT,GeoNgn2
28799088,+1-1*1-6*6-1/3,1.652560671771584
19517281,+0*4+3-1*1-0/6,1.604914074434917
19525219,+0*5+3-1*1-0/6,1.5880357465330355
27456587,+3-6*6/0/2-1*3,1.5850992340057404
21859365,+1*6-1*1*1*5/2,1.5709497800527632
29159934,+6-2/5-5/3-6/3,1.5693714559755894
22953334,+4*6-1*2/5-5/1,1.5664092176354925
17275247,+0*1*5-2/0-3/6,1.5657189131033444
17274344,+0*1*4-2/0-3/6,1.5656643595645516
27291841,+0-0*1*2/3-0/2,1.5585616362937456
31449024,-2*2/0-0/5-5/3,1.5574953125809892
22661624,+3*4-1*1*3-1/6,1.5570238480452632
2828767,+5-0*6/3-5*5,1.5530064095707095
21569124,+3+3+3-2*5-3*3,1.5492783673676418
21569112,+3+3+3-2*4-3*3,1.5492783673676418
28155486,+3-3*4*5-2/3-0,1.543947507986014
26200346,+3+6-6*6/0-1*3,1.5438184160322987
28303950,+3-1*2/0-3*5-0,1.54233320088892
29158364,+6-2/0-5/3-6/3,1.54116469991815
27346754,+3-1*2*5/4-3/2,1.5356303701960274
28527757,+3-2*5/0-4/1-1,1.5304059499216685
3559157,+5*6*6*6+5*6*6+0,1.5296483794259643
16744503,+3*6/5-1*2/5/5,1.5293665360939093
3550862,+3*6*6*6+3*6*6+0,1.5272462425345439
17183096,+0*2*3-2*2-0/6,1.5261006645631245
27329698,+2-1*2*2/3-2/5,1.5258476088894497
27935106,+3-0*4/1-1*1/0,1.5258460361913537
28250881,+1-0*3/6-4*5-2,1.523693359574262
11664251,+1*1*6/4-2/0-2,1.523493068410831
30334365,-0*0*3/6-0/4-2,1.520739288862459
13241044,+0*4+0*5-0*1/6,1.5200595537499206
13240897,+0*4+0*4-0*1/6,1.5200595537499206
29159583,+6-2/4-5/3-6/3,1.5184218372056881
16595951,+3*3*6-1*2/6/6,1.5177152784362256
29152574,+6-0/4-2/0-5/3,1.5147022008574924
22142901,+0*5-0*2/1/6-2,1.5143669451437625
2796038,+3-3*4*5-2/3,1.5124255101942154
5742992,+0*0*0*3*4-4/6,1.511990439242811
25815114,+4+5-4*5*5*5-6,1.5114345241064167
22661582,+3*4-1*1*2-1/6,1.5107301943536324
27505521,+0-2*3/0/0-4/3,1.5086165673029475
20737662,+0*5+5-0/6-2-4,1.5060700898332742
21971652,+1/4-1*1*2/6/6,1.5042807366854207
11487582,+0*0*5*5-4/6-6,1.5033861645457383
6020052,+0*0*5*5+3-4/6,1.5033861645457383
27033827,+1-1*1*5*5/4-2,1.501074890130311
30669188,-6*6/3/5-6/3-1,1.5008597706345388
16744039,+3*6/4-1*2/4/5,1.5001563079078466
21569099,+3+3+3-2*3-3*3,1.499522001992312
27647591,+3-1*3*4*4-2-2,1.4984330194223148
28249201,+1-0*1/6-4*5-2,1.4980170756856448
27833468,+1-2*3*3-1*1/3,1.497150774695042
32197688,-0*4-1/3-4/1-2,1.495690600576644
24212710,+0*5-0*2-0/6-2,1.4939777119719753
29825395,-3*5*5/0/4-6/1,1.491883503183336
12492873,+2*4*6+4-4*4-0,1.4915580660385088
29341902,+4-4*5-2/0-0-0,1.4907692794465917
27119130,+1-1*1*5*5-1*2,1.4895169279527851
22608446,+0*4-0*4*6-0/6,1.4879740673736173
27839086,+2-0*1*2-2*2/4,1.4874672118800478
1622211,+2*4*6-2-4-5,1.4861969805644402
26220270,+5+6-4*4/3-5*5,1.4857045181756494
671579,+0*0*1*5*6*6+6+6,1.4853401196584097
6078104,+0*0*3/5+3-1*3,1.4841157011138717
22109644,+3*6-4*4*4/3-2,1.483168796301169
28103832,+1-1*1*5-2/4-0,1.482132189795395
28103838,+1-1*1*5-2/5-0,1.482132189795395
382394,+3*5*5*6/1/4+5*6,1.480949355568023
22011441,+0*2-0*0*0*6-2,1.480426940294158
23691097,+3*4-1*1*3-4-4,1.4758293952892936
23691086,+3*4-1*1*3-1-5,1.4758293952892936
23693452,+3*5-1*1*3-5-5,1.4758293952892936
23691080,+3*4-1*1*3-0-5,1.4758293952892936
18171514,+2*4*6-2-2-2-4,1.4741894855443485
22539379,+0*4-0*3*3-0*5,1.468811363958301
13127300,+3*3*6+6-3-5-5,1.4684380595375066
326148,+3*6*6*6+3*6*6,1.4672623357040446
2916937,+0*2*6*6+6*6*6/1,1.4612964201362149
279624,+2-0/3-2/0,1.4590768837442867
27370311,+4-4*4*4/1-2/4,1.456577677523969
28945582,+2-0*2-0/1-1/0,1.4502245348651768
1261380,+3*3*3/2/6+3*3*3,1.4488889213328584
326994,+4*6*6*6+4*6*6,1.4485027542466327
327333,+5*6*6*6+5*6*6,1.4485027542466327
26432026,+4+6-4*6*6-1-5,1.4469083854460854
2708547,+1-1*1*1*1/3,1.4467374029259399
18173657,+3*4*6-3-4-4-4,1.4464317551370272
2035302,+0*0-0*0*1/6,1.4449830801804902
13276700,+2*6+5*6-2*6/5,1.4436285331309644
16655253,+1*4/0-4*4*4/0,1.442069625738637
324458,+2*6*6*6+2*6*6,1.4400449856769828
19615568,+2*5+5-5*5-2/0,1.4400263819064025
29549074,+5-5*5-2-2-2-2,1.437292240496973
29042722,+5-5*5-2/4-2/4,1.437292240496973
69214,+5*5*5*6*6*6/1+5,1.4362511274049607
30543551,-0*1/4/5-4/1-0,1.4351958321765268
1302581,+1*6+6+6-1/2,1.4344271028760154
27829918,+1-1*1*3-0*3/1,1.4331564892459534
10682813,+0*4+4+4+4-5*5,1.431536059104248
27964055,+5-3*5/4-5*5/4,1.4306106515655785
