id,CT,GeoNgn2
1597157,+2*4/1-0/6-2,1.5470038280136673
18078965,+2*4/1-0/6-3-6,1.5470038280136673
28799088,+1-1*1-6*6-1/3,1.5449596006018662
19525219,+0*5+3-1*1-0/6,1.53409177578147
19517281,+0*4+3-1*1-0/6,1.531632022259375
28155486,+3-3*4*5-2/3-0,1.5199213471408812
21569124,+3+3+3-2*5-3*3,1.5185575004199214
21569112,+3+3+3-2*4-3*3,1.5185575004199214
29159934,+6-2/5-5/3-6/3,1.516917797301724
29118360,+3-2/0-2/6-5/1,1.516046876829644
31449024,-2*2/0-0/5-5/3,1.5152092155396044
22839404,+0*5-4*6/1-0/6,1.5131596757401857
25815114,+4+5-4*5*5*5-6,1.5114327215019605
29341902,+4-4*5-2/0-0-0,1.5111887192630107
24427666,+0*5-0/6-0/6-2,1.507869771860594
17644836,+2*4/1-0/6-5/3,1.5053338679068202
5886580,+2*4*4/1/5-0/6,1.5053338679068202
28303950,+3-1*2/0-3*5-0,1.5030832993822536
29805811,-1*2*2/6/6-4/1,1.5013612457900969
21971737,+1/4-1*2*3/6/6,1.5013612457900969
29817403,-2*3*5/6/6-4/1,1.5013612457900969
22611974,+0*5-0*4*6-0/6,1.5010145411293534
22608446,+0*4-0*4*6-0/6,1.5010145411293534
22612058,+0*5-0*5*6-0/6,1.5010145411293534
13240897,+0*4+0*4-0*1/6,1.499898144767401
13244425,+0*5+0*5-0*1/6,1.499898144767401
29418864,+1-0/6-2/5-5-5,1.4978678818927393
22661624,+3*4-1*1*3-1/6,1.4977165230722893
29015201,+4-4*5-0/3-2/1,1.496696550083354
28452318,+1-2*4/0-1/5-0,1.4936995727496358
28453578,+1-2*5/0-1/5-0,1.4936995727496358
29807071,-1*2*5/6/6-4/1,1.4932284181361783
28838439,+3-2*4-3*5-0/6,1.490572738361253
22663265,+3*4-3*4*5-2/3,1.489976879125019
17190224,+0*3*5-2*3-5/6,1.4887521825609433
17190008,+0*3*5-1*3-4/6,1.4887521825609433
27448058,+3-1*2/3/4-3*5,1.487700551137518
20688523,+4*6+3-3*5-2-6,1.4874530466157734
6227216,+2*3*5/1+5-5/6,1.487439227015426
30084859,-0*1/3/4-2*3/1,1.4872864344391081
24421345,+0*4-0/6-0/6-2,1.4831277797076652
17189042,+0*3*4-2*3-4/6,1.4828126668148396
6018456,+0*0*3*5+0-4/6,1.4814312178115656
27456587,+3-6*6/0/2-1*3,1.476752645184639
6018330,+0*0*3*4+4-4/6,1.4755209097374404
6018672,+0*0*3*5+5-5/6,1.4755209097374404
17532781,+3*6/4-2*4-6/4,1.472010408547606
26519922,+1+1-0*3-1*1-2,1.4678388830818394
18791588,+2*6+5-4*4*5-0,1.4670823174741172
16595951,+3*3*6-1*2/6/6,1.4669413518144245
16740958,+3*5/1-3*3/1/2,1.4666246880182892
27033827,+1-1*1*5*5/4-2,1.4662308667103847
21569099,+3+3+3-2*3-3*3,1.465795021198664
22538974,+0*4-0*0*3-0*5,1.4655510260793179
13026965,+3*5/1+1-4/1-3,1.4648280901369752
29802325,-1*1*2/3/4-4/1,1.4638564894221102
27505521,+0-2*3/0/0-4/3,1.4637629080364645
27833468,+1-2*3*3-1*1/3,1.4632841348113657
7290016,+3*5/1+1*6-4/1,1.462865732841069
31264877,-1*2/0-0*0-4/1,1.4608093300579652
16740714,+3*5/1-0*3/1/1,1.4595203986765812
30368035,-1*1*2/4-4/1-2,1.4573753410592623
17668725,+3*5/1-3/1-5/1,1.455779651774061
17668269,+3*5/1-0/5-4/1,1.455779651774061
22965682,+5*6-1*2/5-5/1,1.4541571197749534
27119130,+1-1*1*5*5-1*2,1.4528184280940222
11319246,+3*3*5/1-1*1/6,1.451898605095895
27456559,+3-6*6/0/1-1*3,1.4469534110148534
27935106,+3-0*4/1-1*1/0,1.4462050443299403
17183096,+0*2*3-2*2-0/6,1.4408164213876238
19488550,+0*0+5-5*5-0/3,1.44059511648425
27865848,+4-0*4*4-2*4/0,1.4334254639312378
2723166,+1-1*1*1*3-0,1.4319474956337668
27520883,+1-1*2/0/0-2/6,1.4290727868952433
2789862,+2-0*0*6-2/0,1.4290514915929942
27096541,+4-5*5*5/4/4-3,1.4253111342288365
26220270,+5+6-4*4/3-5*5,1.4250048206578367
21611324,+1+1+2-1*1-2/0,1.4245155088206518
18754012,+1*1+1-1*1*1-3,1.4245150777373277
25345378,+0*0-0/3-2-2-2,1.4231442753623509
19702932,+6*6+5-5*5-2/5,1.4222640851514383
26037188,+1+1-1*1*4-3/4,1.421887092513283
16657219,+1*5/0-4*4*5/0,1.4169056928124248
17281727,+0*3*3-3/0-3/6,1.41678246201392
21475473,+2+4+6-2*2*2-5,1.4134866981854635
27199018,+5-0*5*5*5-2/0,1.4108345576958745
26139360,+1+1-0*4/1-1*1,1.4040114913275499
29042723,+5-5*5-2/4-2/5,1.4035687012387097
29549074,+5-5*5-2-2-2-2,1.4035687012387097
24352781,+4*4-3*4-3/6-3,1.4032228025043003
19687987,+5*5+6-3*5-3/6,1.4032228025043003
28045492,+4-4*6*6-1*1-5,1.3952867999028062
18207282,+0*0+0-0*0*0*0,1.3879180962394913
10682813,+0*4+4+4+4-5*5,1.3865035184486998
1650451,+4*5+4-4*4*5,1.3820754604864498
21558419,+1+2+6-1*1-2*2,1.3781110250228197
2029845,+0*2-0*0*2*2,1.3758933246945073
9666762,+1*4+4/1+6-1/6,1.3729942645412005
21761531,+1+1+1-1*1-2-2,1.3703389433809046
22196063,+3*6-2*3/6/6-6,1.3702227019778634
